fov segment, laser convert, laser ds, map update, optimize, poseEstimate, processMeasurement, pub cloud, 
4.23055,1.15011,2.32266,0.329003,62.6964,52.243,45.9059,0.238325,
3.1341,1.09356,2.39199,0.24765,27.2049,66.0834,34.5345,0.21134,
2.77456,1.46679,2.3906,0.259461,41.7006,30.2441,85.7882,0.199156,
3.19871,1.24033,2.52622,0.234695,41.8138,45.1376,35.2081,0.223487,
2.90126,1.33822,2.29979,0.278436,41.7926,44.9967,46.3038,0.222547,
3.54644,1.16984,2.81693,0.223197,60.9248,45.5675,46.7268,0.239597,
2.74076,1.11605,2.271,0.221387,43.2354,63.8905,74.8377,0.201768,
2.92167,1.43129,2.46112,0.259234,42.2899,46.4212,47.2309,0.205591,
2.82416,1.08894,2.26819,0.232884,40.5295,45.3508,31.3193,0.204538,
2.7361,1.20114,2.36587,0.22081,50.4395,43.4908,46.2086,0.229433,
2.72567,1.09642,2.38243,0.194296,43.0942,53.3635,53.2007,0.202965,
2.66831,1.14265,2.443,0.206157,43.3884,45.9737,67.2937,0.199256,
3.16038,1.2937,2.56562,0.283815,41.7748,46.8354,31.1637,0.213944,
2.88759,1.20656,2.3741,0.260169,42.4496,44.9261,46.0327,0.205272,
2.77822,1.14726,2.63528,0.253805,62.9668,45.4861,46.0435,0.206437,
2.82438,1.06678,2.48845,0.234548,55.9079,66.029,46.4995,0.210243,
2.66195,1.105,2.34491,0.202895,28.8488,58.7766,64.8251,0.20028,
3.58739,1.85828,3.23901,0.246037,42.2762,32.6856,47.342,0.22242,
2.70518,1.87682,3.2764,0.227609,61.6486,45.2126,46.2452,0.20203,
2.7192,1.20665,2.37026,0.242197,43.2891,64.6127,44.7281,0.235966,
2.68081,1.74103,3.92638,0.208193,43.3965,46.1819,54.2623,0.201712,
4.27513,1.54541,3.32834,0.32525,43.6058,48.0009,46.839,0.245125,
2.76252,1.96671,3.54409,0.198468,47.6494,46.5718,47.7337,0.212509,
2.92426,1.76755,3.73292,0.25271,54.9133,50.8318,45.8387,0.200714,
2.69,1.79025,3.33203,0.194943,42.9116,57.8008,46.4104,0.200451,
2.84946,1.48548,3.18779,0.225362,42.0215,45.9906,66.9416,0.210709,
2.71644,1.72213,3.65418,0.210062,48.955,44.9519,59.6734,0.206624,
2.80854,1.6817,3.69647,0.249119,41.517,52.0165,33.5942,0.203737,
2.7997,1.48524,3.0926,0.252177,83.1499,44.5728,46.1316,0.201195,
2.74268,1.54065,3.34693,0.203061,29.6616,86.1003,65.5235,0.201256,
2.8145,1.22717,2.2528,0.236213,41.56,32.7158,47.0595,0.199881,
2.6994,1.14077,2.41012,0.215891,47.7409,44.4784,48.9446,0.198981,
2.63222,1.53425,2.81035,0.19909,55.7779,50.5754,47.8138,0.202037,
2.75418,1.11032,2.32528,0.215391,43.5824,58.7507,51.7268,0.205377,
2.65832,1.45456,3.03727,0.203764,41.4686,46.4493,58.6788,0.204812,
2.64034,1.45311,2.9699,0.203705,29.3759,44.3158,46.8846,0.199482,
2.74076,1.37704,2.79626,0.236505,55.2775,32.3575,45.8414,0.202174,
2.80435,1.29108,3.84803,0.221915,41.5377,58.3065,52.9254,0.202704,
4.01056,1.08077,2.26126,0.258358,55.1675,45.8105,45.4486,0.265042,
2.67417,1.07695,2.32883,0.210717,55.1476,58.0568,86.9944,0.197342,
3.06641,1.46078,2.95426,0.198076,61.8069,58.4164,33.6154,0.217724,
2.71668,1.43422,2.96503,0.240494,69.0783,64.7673,45.374,0.199443,
2.67394,1.84317,3.00035,0.206662,57.2184,71.964,51.4593,0.214145,
2.98813,1.33869,2.3531,0.197262,42.8792,60.4076,59.6244,0.218367,
2.76293,1.08611,2.28808,0.251233,14.7492,45.8963,47.3406,0.212387,
2.8597,1.48195,2.52061,0.228726,58.2525,17.8417,45.2096,0.219829,
2.7006,1.20786,2.31038,0.230093,28.2632,61.1872,33.2248,0.202142,
3.15893,1.51282,2.48002,0.229599,69.0277,31.6558,59.1872,0.231875,
2.6732,1.32362,2.48641,0.222737,60.6305,71.9281,46.7827,0.208949,
3.74489,1.09133,2.34804,0.319318,41.614,64.6995,59.131,0.214743,
2.7273,1.13274,2.29033,0.201449,55.8015,44.5471,59.308,0.198069,
3.1319,1.07412,2.34896,0.270123,42.9201,59.2074,65.7321,0.219518,
2.78843,1.24209,2.36176,0.230444,28.0214,45.9432,72.8429,0.205886,
3.97969,1.55035,2.91922,0.340132,59.8181,32.3449,61.3084,0.307036,
3.30289,1.16355,2.29843,0.248891,55.1177,63.3739,46.8191,0.228312,
2.71586,1.33705,2.4707,0.236854,30.7599,58.0753,18.8001,0.201396,
3.12399,1.39418,2.89872,0.288431,27.7537,34.1756,62.1432,0.210242,
2.69615,1.51422,2.77191,0.217411,60.6388,30.6721,32.5555,0.220968,
2.76881,1.34193,2.38241,0.211317,43.6029,63.6217,72.8954,0.200783,
2.79787,1.10013,2.30869,0.215517,61.1598,46.6192,65.5938,0.227472,
2.70462,1.48084,2.26934,0.215074,42.4765,64.0827,45.4554,0.19644,
2.77451,1.13079,2.31397,0.224469,41.0423,45.4782,60.0979,0.20098,
2.94761,1.23103,2.35022,0.202076,55.2372,44.1945,46.8701,0.301521,
3.08978,1.15711,2.34427,0.244012,46.3559,58.5738,33.3996,0.215681,
2.70972,1.49667,2.33651,0.20495,42.5169,49.2743,64.7302,0.201805,
2.71705,1.38992,2.56569,0.232715,42.2486,45.4698,59.0042,0.219861,
3.48644,1.11222,2.30918,0.268818,42.4823,46.008,35.0604,0.21502,
2.65571,1.29552,2.49558,0.2178,48.6101,45.3584,31.6249,0.19976,
2.74538,1.4403,2.33914,0.246367,27.3921,51.6056,64.4925,0.202408,
3.52227,1.82377,3.45147,0.251307,42.7084,31.1696,47.5411,0.319015,
2.79768,1.11305,2.3215,0.270914,43.7668,45.7821,64.9828,0.207384,
2.88478,1.14872,2.50155,0.231411,56.4693,46.8876,46.3474,0.21345,
2.83187,1.28507,2.44677,0.234493,42.3843,59.5395,45.1944,0.210258,
4.13354,1.0718,2.42391,0.23273,47.9634,46.7537,59.5918,0.239129,
2.72358,1.14577,2.41415,0.214882,43.619,50.9053,50.1937,0.19997,
2.72596,1.03792,2.33798,0.214202,64.2418,46.5633,46.3694,0.20925,
2.70269,1.38169,2.29829,0.227607,42.2656,67.1768,46.9354,0.204598,
2.84305,1.60278,2.59757,0.233368,43.3765,45.3474,46.2812,0.208636,
2.67103,1.04893,2.32452,0.196305,47.5405,46.2482,52.4876,0.201958,
2.646,1.6962,2.62196,0.199429,60.905,50.3905,32.1751,0.196765,
2.67534,1.16851,2.54535,0.207593,29.2701,63.7919,46.8158,0.198035,
2.85401,1.15642,2.34082,0.242823,55.4809,32.3703,47.8235,0.222756,
3.49977,1.79181,2.71087,0.233386,55.4902,59.2199,60.4494,0.242258,
3.03614,1.1096,2.50957,0.231366,42.7991,58.7621,47.7,0.341571,
2.79643,1.17337,2.4381,0.254495,43.6852,45.8539,51.8761,0.208203,
2.80229,1.04106,2.32703,0.24718,42.4643,46.7372,47.4522,0.209523,
3.2578,1.07027,2.33405,0.262248,62.1626,45.9879,68.0776,0.22462,
2.81011,1.43135,2.44237,0.230725,42.6005,65.2064,46.2336,0.200031,
2.67047,1.25037,2.83505,0.204292,57.6173,45.4789,47.1616,0.201476,
2.78434,1.30683,2.36269,0.247279,28.9461,60.6516,51.2823,0.204542,
2.98677,1.34821,2.28616,0.230823,42.1422,32.1679,64.666,0.234114,
2.94907,1.40546,2.94943,0.264655,56.2061,45.3604,33.2817,0.20825,
2.64758,1.12236,2.34517,0.207855,56.7198,59.0645,60.1685,0.197075,
2.74642,1.06761,2.45496,0.24818,28.9983,59.7186,59.8324,0.199048,
3.34817,1.12501,2.69646,0.259992,42.1137,32.6105,46.8792,0.237305,
2.88949,1.05396,2.43732,0.261906,43.6777,45.2679,47.6441,0.210202,
2.77933,1.72897,2.88087,0.243712,61.4255,46.7042,46.9194,0.199758,
2.75829,1.70645,3.28637,0.195111,43.7273,64.3815,66.1302,0.239512,
2.74879,1.10041,2.2881,0.265025,55.7039,46.7434,46.3704,0.198618,
2.72806,1.41752,2.691,0.235722,55.2687,58.6712,61.5231,0.203704,
3.75906,1.51904,2.98285,0.373504,28.4193,59.4059,33.0894,0.264939,
2.80885,1.73055,2.91883,0.209864,28.6967,31.4409,46.3565,0.211679,
3.56331,1.70026,2.93557,0.248637,30.8445,32.5119,59.9491,0.366044,
2.71597,1.129,2.46008,0.198372,72.9419,33.7632,60.5913,0.205413,
2.74896,1.7817,2.91988,0.216616,58.6214,75.9106,33.5305,0.199405,
2.80292,1.49474,2.94772,0.254521,45.9028,61.6825,46.2344,0.228448,
2.73054,1.49951,2.90988,0.231064,58.4207,48.8674,47.6086,0.204196,
3.09701,1.56905,2.94809,0.218587,43.8843,61.7407,65.3027,0.223692,
3.73626,1.74674,2.60228,0.363274,28.7718,47.9871,47.6514,0.207892,
2.9495,1.28036,2.71935,0.235992,46.9581,31.9613,59.5669,0.209166,
2.83381,1.11173,2.29371,0.217965,45.9817,50.0131,60.3593,0.206431,
2.94448,1.14968,2.31624,0.240897,43.5565,49.1706,32.4497,0.230413,
2.94766,1.43217,2.30106,0.227886,46.2166,46.7364,33.5849,0.218208,
3.38732,1.16896,2.34981,0.229439,47.0748,49.8372,35.1357,0.249552,
2.80976,1.22969,2.48079,0.237228,44.5509,50.1269,76.8188,0.213987,
2.97564,1.09014,2.29588,0.238139,42.2535,47.7707,62.5844,0.227924,
2.63912,1.18333,2.56994,0.207151,57.0322,45.1025,49.8129,0.204609,
2.71279,1.76034,3.52814,0.230479,70.6675,59.9786,62.6666,0.207477,
2.9024,1.10871,2.4193,0.237707,59.8526,73.8113,48.941,0.208689,
2.66118,1.14217,2.4146,0.200765,44.8552,62.7183,32.8975,0.204897,
2.66028,1.18007,2.59947,0.205687,46.6096,47.7253,50.937,0.208461,
2.84614,1.1087,2.49174,0.253217,59.2111,49.7132,50.101,0.210193,
2.76182,1.59565,2.31113,0.2254,40.9181,62.2022,47.6916,0.209322,
2.83532,1.08625,2.60977,0.236375,45.267,43.9937,50.8075,0.214615,
3.07648,1.12997,2.49256,0.270724,43.8314,48.6183,51.1107,0.232562,
2.81321,1.06491,2.32188,0.23021,41.3361,46.8778,48.7402,0.237619,
2.76804,1.25204,2.47169,0.231257,45.4077,44.3392,46.0404,0.209493,
2.69138,1.44308,2.42599,0.207772,31.0776,48.3111,60.8786,0.204481,
2.73145,1.06659,2.32483,0.228536,41.1758,34.0407,74.687,0.214685,
2.77945,1.22718,2.60994,0.226489,72.0119,44.1849,63.6266,0.213136,
2.915,1.04913,2.41623,0.230062,30.3304,75.1602,48.648,0.22085,
2.72204,1.4745,2.41585,0.199736,28.8777,33.2554,50.6668,0.206984,
3.53572,1.08466,2.65286,0.260877,56.7155,32.6778,63.133,0.242609,
3.42046,1.13321,2.35779,0.247504,44.387,60.3876,44.9258,0.226986,
2.93706,1.44823,2.33522,0.208298,44.0602,47.5364,49.5762,0.221274,
2.87995,1.35914,2.82812,0.253773,42.9135,47.1982,47.8407,0.214044,
2.89281,1.40469,2.91598,0.298671,42.6057,46.1087,45.2745,0.222328,
3.13849,1.80352,3.02558,0.234524,61.148,45.9832,49.2235,0.212567,
2.79997,1.76614,2.91884,0.251878,44.3883,64.2025,34.9279,0.216651,
2.6887,1.74288,3.10843,0.198602,30.0141,47.2788,45.0929,0.20798,
3.34838,1.51873,2.92751,0.35843,57.4247,33.7238,76.0998,0.222229,
3.33186,1.44523,2.92782,0.239919,31.0003,60.9997,34.1918,0.235909,
2.86001,1.91303,3.07155,0.24875,30.0554,34.1143,33.5896,0.215794,
3.00324,1.46514,2.62836,0.24919,43.4282,33.3121,61.4159,0.2289,
2.67258,1.27363,2.45064,0.19217,44.7247,46.2972,48.476,0.209901,
2.65381,1.16325,2.41497,0.206972,46.6426,47.59,48.1331,0.211589,
2.74831,1.28671,2.52906,0.247993,28.8979,49.642,47.0192,0.20753,
3.93289,1.71637,2.38758,0.200386,57.2389,33.0347,46.9101,0.279675,
2.62022,1.65119,2.48917,0.193698,44.9355,60.0571,65.1036,0.202273,
2.64827,1.19383,2.58922,0.208792,60.8071,47.7966,48.176,0.211233,
2.73311,1.10478,2.42893,0.20395,43.3459,63.7468,34.6323,0.213927,
2.86318,1.2396,2.52804,0.231415,55.7578,46.4453,61.9284,0.215591,
4.57899,1.324,2.46203,0.363822,43.4007,60.7041,35.0738,0.273586,
2.75218,1.43371,2.5766,0.226181,43.2973,46.3824,34.2312,0.224181,
2.75423,1.46396,3.09221,0.232487,42.0149,46.2906,47.2031,0.212621,
2.7957,1.52798,2.9972,0.22394,54.7408,45.0386,48.4885,0.207076,
4.00321,1.15274,2.75182,0.321361,41.0139,59.0713,50.5331,0.23296,
2.73101,1.70106,2.66928,0.213474,41.1312,43.9617,34.0099,0.206524,
2.71204,1.40056,2.89115,0.197122,40.6475,44.0437,61.2951,0.223814,
2.91985,1.45113,2.9822,0.235594,41.0091,43.8075,48.6665,0.215378,
2.77616,1.12602,2.43375,0.23873,41.3454,44.027,64.6562,0.209513,
2.91848,1.15839,2.48375,0.229302,40.33,44.4977,47.3297,0.235732,
4.19085,1.6855,2.48116,0.272017,28.5946,44.8012,61.7023,0.249787,
2.6913,1.09458,2.37562,0.196501,55.1117,31.4866,47.3142,0.217482,
2.83357,1.10525,2.31812,0.239721,28.2196,58.1887,47.1948,0.252462,
4.65556,1.73338,3.60114,0.230719,58.1161,33.1101,45.9219,0.256992,
2.7092,1.1241,2.39699,0.190571,42.6664,61.0203,59.981,0.287699,
2.84952,1.8471,2.66088,0.205719,48.0395,45.7259,44.9157,0.208547,
3.17418,1.12895,2.46134,0.23938,42.0397,51.4566,44.9206,0.240717,
4.35487,1.37756,2.57112,0.328498,57.9996,46.7264,44.6949,0.282146,
4.35513,1.12506,2.49322,0.3065,43.5945,62.6647,44.9005,0.25635,
2.91358,1.06618,2.7045,0.207577,42.1758,46.7183,45.3853,0.227467,
2.75154,1.20457,2.47738,0.228365,41.6736,45.1587,45.7958,0.222075,
2.83885,1.07805,2.45903,0.224028,53.9856,44.7398,32.5032,0.216396,
3.55827,1.11514,2.4884,0.243355,28.8408,57.791,59.1744,0.233505,
2.68493,1.1069,2.6612,0.210301,61.5226,31.7399,34.1174,0.20834,
2.72449,1.07361,2.30279,0.203481,54.5404,64.4535,62.128,0.223651,
2.76481,1.42108,2.80553,0.201609,43.4506,57.5103,46.7672,0.211478,
4.42704,1.37674,3.08222,0.313932,54.7173,48.1955,52.4186,0.282606,
3.27747,1.06423,2.44264,0.2613,42.0643,58.2602,47.6956,0.222124,
2.64061,1.11414,2.43845,0.185076,67.473,44.8935,63.9605,0.21988,
2.71222,1.10227,2.45746,0.208357,59.3952,70.3967,47.9459,0.210495,
2.78545,1.46904,2.51488,0.204137,40.9986,62.3885,46.1283,0.218077,
3.10415,1.08648,2.38362,0.245169,42.0135,44.3528,45.6278,0.215974,
3.0316,1.26461,2.34805,0.251246,40.3551,45.3,58.6925,0.221454,
2.77756,1.03791,2.31172,0.230983,41.5155,43.3684,32.6585,0.230427,
2.87356,1.37071,2.95378,0.237017,43.1959,44.6295,65.3586,0.224021,
4.43675,1.5516,3.1099,0.322836,29.8549,47.9591,58.4329,0.275279,
2.66763,1.363,2.63639,0.216055,55.3587,32.7431,49.1695,0.210976,
2.87422,1.34652,2.4214,0.247744,27.9497,58.4842,59.5378,0.229152,
3.77037,1.34133,2.79495,0.248103,42.3985,31.9724,45.8107,0.242623,
3.0367,1.38508,3.22416,0.251526,60.3308,45.6903,71.2693,0.227069,
2.64337,1.39181,2.73177,0.203427,55.5283,63.1811,63.2831,0.203531,
2.85606,1.36275,2.91592,0.247346,31.2513,58.6343,45.2426,0.216633,
4.72936,1.15867,2.91717,0.33061,42.162,36.3155,46.2225,0.304481,
2.79914,1.37827,2.9091,0.22825,55.566,45.1936,44.2744,0.228093,
2.72151,1.45388,3.05944,0.192242,42.598,58.4824,45.5516,0.206253,
2.64381,1.48415,3.15633,0.207974,27.5493,45.4535,48.9409,0.210807,
3.98698,1.31329,3.0256,0.264927,42.2281,31.8047,33.9845,0.236533,
3.29536,1.60727,2.98287,0.252744,48.0594,45.7814,59.3905,0.255923,
2.80021,1.33937,2.49446,0.256479,43.1494,51.1212,32.9897,0.21469,
2.8235,1.39306,3.11463,0.23544,54.23,46.2122,46.7416,0.220991,
2.91484,1.34222,2.8739,0.275494,42.3301,57.4235,64.0967,0.222822,
2.819,1.38857,2.97659,0.204317,42.6618,45.3583,59.5197,0.206633,
2.86506,1.43303,2.89863,0.254292,41.9848,45.7853,37.3045,0.213851,
4.37918,1.37306,2.64494,0.331154,29.686,46.6981,46.4915,0.271839,
2.77724,1.39444,2.95409,0.23805,53.6074,32.704,59.3865,0.216126,
2.73134,1.75723,2.98438,0.20409,40.1994,56.5465,46.3384,0.213867,
3.33432,1.68976,2.87369,0.259866,54.8296,43.7988,32.7357,0.224819,
4.48258,1.20285,2.66665,0.336508,60.3422,59.6516,46.763,0.25831,
2.93977,1.13617,2.50144,0.258148,40.2537,63.5448,52.0538,0.223117,
3.06397,1.59624,3.68793,0.237093,42.6096,43.561,47.1423,0.236975,
2.94047,1.99343,3.46658,0.269511,41.5865,45.8235,58.3416,0.214162,
2.85616,1.56256,3.42144,0.238423,42.0118,44.6839,46.2711,0.211567,
2.80636,1.60388,3.47461,0.222734,74.2612,45.0457,46.7477,0.216052,
2.86442,1.54778,3.26387,0.241556,53.9285,77.3711,47.6561,0.228111,
2.69638,1.55563,3.3529,0.197622,43.2541,56.8268,33.9652,0.226798,
3.16071,1.61173,3.50705,0.213623,43.677,46.6328,57.4661,0.252875,
2.74786,1.52798,3.2583,0.233781,43.1923,46.6609,44.7073,0.215599,
2.92552,1.65953,3.36749,0.278397,75.7508,46.3996,60.6547,0.231155,
2.80012,1.55084,3.353,0.222883,55.8261,78.778,64.823,0.22782,
3.93684,1.58684,3.31955,0.247106,63.437,60.0134,44.5033,0.264973,
4.35861,1.55234,3.29848,0.314156,60.7782,68.1134,46.8181,0.266397,
2.8815,1.56205,3.35206,0.250474,42.1844,63.9138,45.6624,0.216573,
2.71836,1.59491,3.29071,0.222041,46.0974,45.1273,46.0059,0.207365,
3.23049,1.61087,3.32218,0.268169,56.6525,49.5994,78.3336,0.226218,
2.6757,1.57203,3.5345,0.203653,53.3089,59.5365,57.7411,0.206362,
3.02691,1.79876,3.52081,0.195626,43.3303,56.5344,47.5769,0.2112,
2.72062,1.59416,3.346,0.274375,53.855,46.3293,47.6148,0.207398,
2.94869,1.58569,3.52179,0.282292,41.323,57.0889,47.3215,0.233728,
2.92606,1.54671,3.27443,0.241063,65.0786,44.4946,79.7089,0.223879,
2.73423,1.5903,3.54774,0.220376,43.9177,68.0369,61.0448,0.223497,
2.73549,2.04329,3.50526,0.250458,50.1128,46.9076,69.4126,0.210954,
3.24012,1.54159,3.54108,0.309364,53.5119,53.666,65.1665,0.2433,
2.93,1.73649,3.56205,0.283424,74.9066,56.73,46.0339,0.279795,
2.67477,1.71349,4.13243,0.20688,46.0778,77.791,50.5506,0.203277,
4.19714,1.49677,2.96321,0.301801,44.2341,50.5803,60.4441,0.249213,
3.99557,1.49702,3.02574,0.19055,50.403,48.425,57.4216,0.354868,
2.6785,1.44784,2.98917,0.204581,54.5602,53.2903,47.2739,0.206641,
2.64599,1.53379,3.02828,0.18895,27.4958,57.3982,58.0058,0.218792,
2.83179,2.09217,3.56665,0.241177,62.1727,30.5732,45.5015,0.210476,
4.52402,1.71835,3.53495,0.262116,60.5581,66.9622,68.9785,0.285479,
4.27721,1.83459,3.54287,0.294701,78.7929,65.1355,47.8035,0.275015,
3.69114,1.67886,3.64074,0.406322,40.7715,82.8964,54.5913,0.225952,
3.36922,1.70767,3.33031,0.333844,53.78,44.4788,57.751,0.236104,
3.6568,1.82215,3.8418,0.202925,28.7208,57.6442,78.7045,0.219016,
2.69729,1.69723,3.58038,0.224855,42.39,31.6461,51.4918,0.212904,
4.26699,2.14908,3.69142,0.288471,31.622,46.949,49.7695,0.253138,
2.73797,1.6331,3.38007,0.216567,53.6106,34.5797,54.3872,0.208137,
3.17795,1.31993,2.55652,0.21178,43.4364,57.0032,58.2611,0.237454,
4.33279,1.12414,2.43341,0.341446,40.4736,48.1133,31.4382,0.266677,
3.25464,1.12772,2.30969,0.252897,47.9056,43.9871,67.908,0.216834,
2.64849,2.14726,2.34707,0.190714,54.0643,50.7481,66.4486,0.201717,
2.88953,1.71009,2.99173,0.237995,26.6437,57.1953,84.1083,0.212221,
3.62297,1.37302,2.5397,0.230313,52.826,30.5003,45.4815,0.246923,
3.55368,1.15056,2.39919,0.210567,35.0701,56.5928,58.5708,0.254103,
2.69014,1.14311,2.5905,0.2079,55.1453,37.971,32.5442,0.211094,
2.68511,1.47846,2.793,0.189293,44.0304,58.0228,47.8591,0.212551,
4.93951,1.51693,2.93696,0.31114,29.3295,49.2849,35.7698,0.293806,
2.78139,1.65725,3.23846,0.218267,104.419,32.3326,57.8723,0.262516,
4.21627,1.21046,2.40561,0.308051,39.813,108.946,49.0832,0.270403,
3.63181,1.18505,2.66729,0.186804,39.8489,43.6349,45.2002,0.242683,
2.65577,1.1891,2.43212,0.182552,43.1491,42.6914,51.6742,0.211067,
4.80073,1.1525,2.51548,0.323697,40.6614,48.2781,58.0544,0.27183,
2.87676,1.35732,2.67281,0.217784,26.2688,43.7587,31.4164,0.277636,
2.88367,1.17663,2.36653,0.194632,65.8483,29.3513,57.5802,0.274193,
2.70384,1.18913,2.33045,0.17755,41.2521,68.733,38.9041,0.21348,
2.83119,1.34514,3.01255,0.218858,51.7847,44.3058,58.9044,0.209404,
4.32824,1.16548,2.40445,0.33415,43.6662,56.4515,50.2384,0.274752,
2.64319,1.20954,2.55899,0.185338,38.8822,46.4983,33.675,0.217802,
2.93989,1.52505,2.94579,0.251612,52.8941,42.0778,109.906,0.219953,
2.96376,1.18432,2.53888,0.234493,36.4712,56.0951,44.8762,0.232953,
2.91045,2.26035,2.78893,0.199377,50.8936,39.585,43.6099,0.245925,
2.78885,1.21842,2.59615,0.190156,46.3659,53.877,49.2162,0.207495,
2.69935,1.2996,2.44486,0.184143,38.936,49.2532,45.0456,0.210091,
2.85009,1.23896,2.43195,0.207441,80.8358,41.9981,30.3373,0.212689,
2.69287,1.19626,2.411,0.19788,36.9068,83.731,69.6789,0.207455,
3.33966,1.8254,3.27076,0.256012,37.19,40.5086,45.1928,0.216153,
2.66241,1.28746,2.44295,0.186314,62.8856,40.0416,57.3848,0.208772,
2.6595,1.2628,2.54176,0.183205,57.463,65.7316,47.7123,0.216591,
3.26141,1.53429,2.72709,0.205607,37.4913,60.9336,42.9522,0.217885,
3.03801,1.48191,2.41263,0.245952,47.0841,40.7785,57.0119,0.225866,
3.66528,2.00126,2.98519,0.240672,36.3223,50.9951,40.482,0.230388,
2.90907,1.50537,2.92459,0.236283,49.3255,39.4715,54.7998,0.227939,
2.87865,1.37474,2.64737,0.219868,68.3716,52.4284,50.1132,0.225304,
2.75794,1.19012,2.35658,0.186596,37.2676,71.32,42.8567,0.213698,
2.9638,1.31461,2.48642,0.225357,36.2407,40.4603,84.5907,0.224412,
2.70137,1.38885,2.74584,0.194253,51.1233,39.1399,41.3436,0.211573,
2.76615,1.1664,2.38036,0.201729,58.5978,54.0951,40.907,0.2332,
2.70049,1.26747,2.64972,0.195486,26.734,61.4978,66.5837,0.213422,
2.73265,1.21585,2.76558,0.199207,40.1229,29.6693,61.8095,0.238928,
2.75136,1.1856,2.42855,0.226158,51.5707,43.104,41.6653,0.210398,
2.83913,1.66911,2.457,0.249152,51.1419,54.6615,51.8657,0.223793,
3.01847,1.17668,2.61202,0.269942,38.0523,54.4344,40.3922,0.2218,
2.75781,1.22235,2.90814,0.221708,45.8755,41.0357,53.3506,0.225458,
2.66319,1.85988,3.26702,0.196882,39.7516,48.7389,72.1941,0.207289,
2.88237,1.55003,2.52839,0.261055,64.9673,42.8994,41.3517,0.222628,
3.33874,2.25843,3.61115,0.228306,26.0695,68.5378,40.0343,0.24217,
3.84209,1.24879,2.45992,0.292871,46.0871,30.2087,54.987,0.232357,
2.71662,1.41831,2.55328,0.226509,42.9764,49.0339,62.4067,0.211799,
2.87732,1.2446,2.40062,0.220832,40.8968,46.077,30.5809,0.229303,
2.63705,1.18426,2.53587,0.194788,41.8555,43.7319,44.1122,0.206326,
2.7322,2.13029,3.17541,0.216219,52.8869,44.8074,55.5728,0.21091,
2.94485,1.51608,3.06819,0.256889,38.855,56.0922,55.3661,0.225188,
3.4573,2.02679,2.87761,0.247765,41.9019,42.564,41.9839,0.226476,
2.70309,1.26339,2.56267,0.207983,54.0399,44.8167,49.64,0.229672,
2.70497,1.13728,2.47165,0.210894,41.2692,56.9585,43.8012,0.226356,
3.34632,1.75294,3.71568,0.275096,39.2151,44.8955,69.48,0.243954,
3.30955,1.19904,2.39626,0.258502,41.5814,42.7863,31.1571,0.246796,
2.82593,1.21856,2.55772,0.242727,40.8268,44.6533,50.0064,0.217913,
2.94462,1.20759,3.03052,0.233079,106.614,44.0086,47.0206,0.217708,
4.53781,1.6159,3.0164,0.30524,58.5786,111.461,44.6485,0.263176,
4.24471,1.9628,3.19541,0.243328,54.3867,63.0712,45.7386,0.258836,
2.83114,1.24329,3.17464,0.235504,42.6467,57.4578,57.0638,0.229172,
2.83559,1.55123,2.92481,0.270145,48.1511,45.7567,43.5524,0.221239,
2.81743,1.51089,3.12082,0.313189,40.278,51.2845,45.8787,0.210778,
3.56334,1.65668,3.17841,0.321854,52.3951,44.1675,57.9664,0.310775,
2.74152,2.07985,3.43665,0.236417,42.692,55.3766,45.8969,0.224053,
2.71961,1.51391,2.77909,0.2087,73.9697,45.6239,43.8574,0.210918,
3.10608,1.55185,3.20726,0.245026,43.0965,77.3247,45.6801,0.228928,
2.78698,1.52348,3.07081,0.211402,46.0092,46.0991,44.9914,0.213189,
4.26475,1.57386,2.54907,0.331359,69.2018,50.609,112.536,0.254861,
2.74634,1.80793,3.21556,0.253285,69.0893,72.204,64.4492,0.215804,
2.74388,1.50515,3.1207,0.200416,63.3148,72.0362,58.5633,0.211785,
2.87943,1.70693,2.67471,0.233931,54.5307,66.4305,46.7426,0.213505,
2.75376,1.50293,3.1368,0.229213,40.7923,57.5177,52.285,0.21155,
3.96311,1.52395,3.04514,0.321497,27.2031,45.0817,45.1947,0.240281,
2.75326,1.50984,3.25694,0.200469,28.7264,30.1601,56.6273,0.212597,
3.73953,1.17097,2.45921,0.283156,52.8069,32.7524,46.5593,0.269441,
2.75258,1.32958,2.51804,0.216203,44.5756,55.7789,78.2772,0.210009,
3.05009,1.16075,2.40499,0.256297,38.8012,47.8855,47.0757,0.213134,
3.25484,1.21948,2.63843,0.299986,40.5553,42.3596,51.5848,0.234048,
2.71565,1.27342,2.61764,0.203683,53.1233,43.4779,73.4791,0.210965,
2.73153,1.1467,2.50015,0.194765,48.1206,56.0527,72.9637,0.211301,
3.70185,1.54443,3.06751,0.285848,53.959,52.1124,67.3391,0.245425,
2.7835,1.16506,2.85885,0.254119,52.6884,57.0002,58.4621,0.216063,
2.95863,1.22139,3.02325,0.246584,59.2039,55.8985,46.0421,0.231567,
4.25725,1.89146,2.89279,0.30795,65.1478,63.7732,31.1457,0.273631,
2.7853,1.20163,2.99371,0.232027,38.9079,68.1692,33.7426,0.212298,
3.35915,1.53681,3.17209,0.19053,46.7632,42.46,56.7744,0.286023,
2.68771,1.52645,3.0385,0.193866,39.1281,49.6473,48.8038,0.218754,
2.9507,1.4977,3.05052,0.245169,38.1323,42.3271,43.2876,0.219318,
2.74393,1.7152,3.26351,0.193454,38.9101,41.0734,44.4363,0.20772,
