fov segment, laser convert, laser ds, map update, optimize, poseEstimate, processMeasurement, pub cloud, 
2.75445,1.16116,2.55785,0.272603,40.1516,38.2835,43.5969,0.127022,
2.19238,1.11419,2.53375,0.234532,25.0944,42.5822,26.8035,0.114427,
2.53576,1.4368,3.10308,0.317146,35.4745,27.9505,38.4601,0.133775,
2.29992,1.10683,2.3243,0.295945,35.0084,38.0745,38.0946,0.127963,
2.41937,1.681,3.82882,0.311995,24.262,37.744,43.5344,0.113391,
2.06523,1.85989,3.35869,0.224323,36.006,26.5564,39.0814,0.113255,
2.09875,1.15759,2.33623,0.225877,34.8598,38.3333,38.0768,0.113218,
2.23197,1.13603,2.36644,0.228249,40.9602,37.3237,38.9973,0.12553,
2.18409,1.08576,2.50338,0.223607,34.619,43.3716,38.3521,0.113197,
2.48101,1.5456,3.35767,0.26969,35.7927,37.3744,39.5785,0.113311,
2.07388,1.52911,2.47648,0.211011,41.0531,38.0806,39.1318,0.115483,
2.26719,1.07541,2.41511,0.245094,34.6673,43.5688,43.4447,0.117604,
2.13179,1.07767,2.34088,0.219074,36.4174,37.0205,28.7536,0.113199,
2.13984,1.33375,2.95682,0.239179,34.8966,38.7997,38.9121,0.111816,
2.94739,1.39815,2.97118,0.206099,37.0643,38.0532,38.5527,0.117217,
2.30348,1.73844,2.97265,0.244939,37.0021,39.6164,27.3606,0.128211,
2.38715,1.47012,2.97216,0.260447,35.6729,39.6546,39.1334,0.121416,
2.12208,1.14546,2.30751,0.22161,40.8987,38.0202,38.1246,0.114414,
2.14766,1.08281,2.37082,0.218915,36.8976,43.2682,44.1801,0.127816,
2.66896,1.023,2.34942,0.254863,35.8629,39.8263,38.1648,0.122969,
2.20477,1.7668,3.76394,0.221362,42.0147,38.2921,38.8964,0.114344,
2.16229,1.37783,2.41173,0.213858,35.5071,44.3941,44.3667,0.13043,
3.60563,1.08285,2.39396,0.228487,37.3937,39.3446,37.8246,0.138599,
2.34041,1.05986,2.50879,0.238203,25.2168,39.9768,39.585,0.119653,
2.9825,1.15368,2.44969,0.296832,35.8699,28.4994,38.857,0.127734,
2.13792,1.36443,2.662,0.217215,24.6286,38.2292,40.4721,0.120046,
2.77516,1.08229,2.38961,0.254656,36.9933,27.6635,40.5005,0.122423,
2.09883,1.06861,2.41291,0.214333,24.9977,39.3098,38.8738,0.112702,
3.62946,1.11478,2.45424,0.421876,38.3358,29.0532,44.0968,0.146763,
2.34208,1.08279,2.43431,0.260494,54.4823,40.9422,40.6341,0.118259,
3.05385,2.00957,2.83716,0.272878,40.7427,57.8122,39.1229,0.114136,
2.26526,1.06478,2.43125,0.304333,34.9102,43.3159,45.2143,0.116582,
2.15735,1.7403,3.90364,0.222761,36.6446,37.2939,40.2586,0.114238,
2.18739,1.46377,3.54181,0.218127,24.6844,39.0537,40.9041,0.11637,
2.19873,1.04485,2.42861,0.226408,40.7696,27.1126,29.3974,0.116471,
2.1058,1.20707,2.53359,0.212865,34.6216,43.0912,39.0574,0.11161,
2.88761,1.15989,2.47738,0.273029,35.3927,37.7864,28.488,0.127787,
2.22857,1.47622,3.37607,0.236134,35.0324,37.8619,40.1271,0.122319,
2.75684,1.08523,2.45526,0.234991,35.1671,38.0299,29.8908,0.123218,
2.19355,1.05301,2.43406,0.223969,39.4686,37.5893,42.1305,0.12,
2.22122,1.73818,3.00533,0.221567,34.3046,41.9148,58.6151,0.116618,
2.43086,1.11569,2.41348,0.296418,44.6519,37.0362,44.1075,0.123985,
2.1473,1.12586,2.40874,0.211946,27.7434,47.0144,38.0926,0.116215,
3.56211,1.00653,2.41931,0.330097,44.3572,31.6396,39.8612,0.13594,
3.41517,1.08266,2.40486,0.215468,33.6616,47.9915,27.9168,0.127452,
2.18161,1.67914,3.29243,0.216994,33.5092,36.063,43.8802,0.118148,
3.48278,1.09126,2.54671,0.314258,36.458,37.311,38.577,0.169351,
2.13042,1.05883,2.39747,0.196383,33.7503,38.7881,38.7003,0.117892,
2.18446,1.05144,2.37941,0.227667,32.2662,36.1663,38.8482,0.115797,
2.48225,1.57304,2.55991,0.237167,33.5417,34.9904,38.4213,0.130896,
2.23259,1.44483,2.94043,0.207703,31.7668,35.9855,42.7265,0.17756,
2.30528,1.05044,2.413,0.231602,48.7012,34.3067,37.8279,0.114389,
2.23124,1.13809,2.4233,0.190283,32.548,51.1257,47.825,0.118838,
2.44807,1.07142,2.40578,0.215579,30.4411,35.2156,32.4514,0.119547,
2.59321,1.10486,2.45899,0.230177,35.781,33.2684,48.7878,0.133434,
3.56011,1.39097,2.42318,0.323766,21.4863,39.6692,36.8922,0.154905,
2.35958,1.08886,2.42546,0.22498,31.2278,24.0756,38.1479,0.12268,
2.37472,1.21031,2.62595,0.226024,32.1654,33.832,39.9195,0.121276,
2.18969,1.08866,2.44981,0.195594,43.6084,34.554,36.9501,0.118827,
2.18551,1.2491,2.45107,0.178778,32.9806,45.9757,35.7806,0.124513,
2.66617,1.32889,2.6342,0.245486,42.7761,35.8969,36.8389,0.127281,
2.17636,1.12679,2.47993,0.183379,33.3187,45.1399,35.0755,0.119111,
2.23471,1.04918,2.5347,0.196685,23.6768,35.7536,51.8752,0.117293,
2.23409,1.03764,2.33296,0.193614,33.4682,26.1093,35.9941,0.132555,
2.3521,1.12997,2.44555,0.206021,43.2136,36.0299,35.1511,0.115767,
2.26719,1.22523,2.55589,0.18099,33.8427,45.6643,40.537,0.125614,
2.29564,1.09015,2.41946,0.197786,32.0895,36.3405,25.1854,0.125922,
2.49538,1.05525,2.28334,0.28346,20.7776,34.8736,34.624,0.217965,
2.33061,1.12084,2.50115,0.192981,31.5253,23.3048,35.3425,0.122109,
2.3579,1.1407,2.41874,0.188816,42.5563,34.0752,46.7231,0.12816,
2.08139,1.22522,2.56811,0.168283,42.0165,44.809,36.6672,0.114443,
3.73022,1.05821,2.45474,0.329269,30.2249,46.0794,45.9073,0.169216,
2.19691,1.1221,2.39458,0.180248,20.3911,32.6056,36.4934,0.114521,
2.26309,1.55577,3.43146,0.187562,30.7542,22.8451,26.8804,0.117891,
2.11872,1.56556,3.45914,0.157555,29.4938,33.0355,36.7922,0.142934,
2.43267,1.83697,3.47359,0.18763,28.5099,32.1171,46.4341,0.186598,
2.56832,1.55246,3.52703,0.161323,27.2398,31.2424,37.1464,0.130191,
3.29252,1.60667,3.43966,0.149509,29.2019,30.6884,35.7379,0.130084,
2.19346,1.60953,3.43356,0.148425,27.3781,31.5473,24.1194,0.119489,
2.4227,1.56188,3.36653,0.148734,27.5538,29.9521,34.8146,0.166995,
2.40327,2.13836,3.75483,0.171947,34.3373,30.1329,45.5569,0.11801,
4.00613,1.59888,3.37529,0.170653,27.0892,38.5201,46.8527,0.137596,
2.24552,1.56898,3.44529,0.158192,25.5935,29.4958,33.4791,0.138885,
2.88416,1.53942,3.39432,0.148297,35.0309,28.6292,23.5521,0.169583,
2.33491,1.61483,3.5467,0.168414,26.5785,37.5374,33.7749,0.126547,
3.86481,1.7817,3.42731,0.153249,35.102,30.6008,32.9057,0.145071,
2.22932,1.15899,2.76429,0.15118,25.1902,37.4862,31.9791,0.11645,
3.38511,1.10527,2.41106,0.230516,32.9091,28.8107,31.409,0.143843,
2.7722,1.12839,2.44799,0.171715,25.6785,35.8579,32.2851,0.130347,
2.41613,1.12854,2.3827,0.152817,24.7823,28.2525,30.6709,0.122598,
2.45534,1.22981,2.54989,0.173157,26.5004,27.4141,30.9049,0.133092,
2.21785,1.28538,2.47404,0.149097,33.5145,28.8701,39.1962,0.126947,
2.31617,1.12113,2.32034,0.151194,19.4411,35.9872,30.2027,0.13763,
2.37573,1.16949,2.37532,0.152827,26.6415,21.9724,29.3488,0.140745,
2.24709,1.19248,2.32456,0.173452,35.8147,29.0656,38.2882,0.121058,
3.07871,1.16435,2.93718,0.169054,27.3578,39.0678,31.2877,0.140688,
2.24551,1.15843,2.26945,0.141457,32.3401,29.748,38.193,0.118161,
3.5776,1.54439,3.01785,0.23022,19.1033,36.1523,29.4696,0.153808,
2.12959,1.59031,2.92849,0.152082,28.6753,21.3874,36.5447,0.128995,
3.13986,1.3888,2.66122,0.195206,38.3093,32.0138,28.931,0.132268,
2.38576,2.02906,2.79484,0.180442,18.7583,40.8817,28.0894,0.121303,
2.67948,1.6078,2.802,0.175061,29.5735,21.6164,29.5419,0.127891,
2.10167,1.8074,2.84849,0.153684,39.5325,31.8314,36.6742,0.118291,
3.72624,1.71688,2.82076,0.273188,32.2034,43.5361,22.6428,0.159283,
2.22489,1.60177,2.88675,0.160255,28.7974,34.5922,29.7546,0.12145,
2.50394,1.87377,3.15047,0.193114,19.2073,31.4981,39.737,0.134217,
2.23785,1.57466,2.96398,0.168204,20.5755,21.617,30.4517,0.120894,
2.17923,1.51639,2.91655,0.154611,29.6349,22.9126,36.8591,0.118234,
2.10304,1.78506,2.97337,0.160056,37.6109,31.9002,22.2811,0.113966,
3.68753,1.69038,3.00967,0.171852,35.5088,41.4743,32.6969,0.152573,
2.22527,1.86332,3.03016,0.170261,28.6398,37.9071,41.6106,0.119889,
2.71405,1.14624,2.37523,0.229646,19.6238,31.5869,22.319,0.127039,
2.20953,1.6129,2.73847,0.161705,29.2199,22.0013,32.5171,0.116866,
2.23051,1.24227,2.37222,0.163378,40.9152,31.6167,44.2678,0.118911,
2.17738,1.23056,2.42767,0.170155,30.0616,43.2658,35.5775,0.118811,
3.56926,1.69603,2.48814,0.216727,34.3999,33.8531,32.2296,0.152221,
2.21491,1.18588,2.44181,0.158603,20.1829,36.777,22.3159,0.118094,
3.39272,1.20535,2.41959,0.200436,30.1299,23.7807,23.5966,0.15585,
2.21936,1.13363,2.68282,0.162111,50.1982,32.5153,32.5783,0.118216,
2.52557,1.2478,2.42218,0.19444,46.7092,52.9223,42.1878,0.128096,
3.12478,1.89452,3.11149,0.143322,25.7502,49.9813,38.6651,0.123158,
2.43285,1.43189,2.42564,0.171391,38.6001,28.3579,32.2947,0.121595,
2.49083,1.26237,2.45843,0.172043,28.5038,41.2676,22.7253,0.131835,
2.62117,1.13104,2.3462,0.173237,29.7216,31.303,32.3055,0.127028,
2.32116,1.45844,2.65238,0.17015,38.7837,32.2168,43.9617,0.12287,
2.27663,1.79853,3.15253,0.168124,29.9597,41.232,34.5794,0.133627,
2.47199,1.75732,3.03286,0.184346,29.1813,32.6204,37.755,0.13038,
2.2952,1.1457,2.47505,0.172514,32.9798,31.6527,24.5011,0.120868,
3.57236,1.24416,2.45297,0.286511,20.9457,36.8422,33.2358,0.14959,
2.54166,1.30074,2.94646,0.190293,19.7688,23.6809,53.6481,0.127863,
2.92093,1.43888,2.65912,0.181565,31.4147,22.8772,50.6994,0.130085,
2.2777,1.17237,2.58381,0.17108,28.8326,33.8674,29.0774,0.120911,
2.98176,1.20088,2.59801,0.191676,21.2161,32.009,41.9711,0.148468,
2.42824,1.24075,2.43239,0.156384,40.2103,23.8038,32.0099,0.155061,
3.45232,1.22471,2.57333,0.299072,31.517,43.967,32.9205,0.138011,
2.51774,1.37352,2.67385,0.165911,55.4155,34.2037,41.956,0.148191,
2.41313,1.58244,3.12445,0.165584,19.7008,57.9982,33.3223,0.127673,
2.85118,1.30943,2.4588,0.167087,30.8493,22.7227,32.3508,0.125284,
2.32317,1.19687,2.48214,0.167157,29.7403,33.3427,37.573,0.135346,
2.44096,1.16855,2.4561,0.162673,44.4955,32.3473,24.6596,0.131673,
2.22699,1.41183,2.821,0.151117,19.9519,46.877,23.6072,0.116558,
2.42528,1.18711,2.43287,0.169659,30.8267,22.5526,34.5859,0.124271,
2.38472,1.22158,2.62132,0.162144,40.7497,33.3768,32.7356,0.120539,
3.64622,1.52608,3.03597,0.164886,34.4293,44.564,24.5864,0.150837,
2.38937,1.59022,3.18864,0.147831,40.68,36.9692,44.7529,0.120573,
2.35281,1.84062,2.86856,0.167824,29.7899,43.205,34.9729,0.121717,
2.42553,1.20109,2.49951,0.170369,45.3711,32.389,58.7625,0.122851,
2.22413,1.59649,2.42516,0.148787,39.1539,47.747,23.4462,0.115592,
2.48061,1.41241,2.98592,0.171707,40.2479,41.8099,34.0768,0.124539,
2.34429,1.23585,2.47936,0.157146,31.2874,42.753,33.0513,0.131903,
2.40902,1.51867,2.80353,0.157557,29.5301,33.8569,47.6184,0.121357,
2.44443,1.51429,3.19796,0.15894,32.0013,32.137,23.2545,0.127608,
2.41328,1.24533,3.21065,0.165005,29.7269,34.5828,34.0743,0.126517,
2.46151,1.50054,2.76199,0.168809,45.9745,32.3612,45.2916,0.123379,
2.47522,1.52252,3.01006,0.187772,30.252,48.6413,37.9559,0.125194,
3.0143,1.52184,3.31573,0.199004,29.8504,33.4686,43.9047,0.131444,
2.79719,1.55593,3.18558,0.173706,30.3215,32.8255,33.0912,0.138906,
2.48765,1.24136,2.46882,0.164213,29.814,32.9777,48.4408,0.122229,
2.32723,1.12418,2.52083,0.152914,40.2199,32.2974,42.4861,0.119828,
2.39162,1.14382,2.46588,0.156568,30.0046,42.7718,43.4792,0.129279,
2.44757,1.6025,3.23494,0.155504,21.8487,32.6115,34.5502,0.125462,
2.39757,1.23453,2.55481,0.18632,30.0688,24.4365,32.8386,0.122668,
2.51369,1.25906,2.48745,0.173867,30.4364,32.7601,35.2935,0.121964,
2.47077,1.13195,2.37301,0.167803,21.4839,33.0856,33.0746,0.226305,
2.32507,1.15383,2.44903,0.154114,29.4738,23.971,49.3528,0.12161,
3.12509,1.43747,2.70682,0.173498,30.2477,32.7767,34.2023,0.139536,
2.35785,1.15313,2.54768,0.167708,19.8116,32.7775,33.5594,0.121052,
2.36143,1.23252,2.59081,0.163977,31.7294,22.3414,33.6924,0.12263,
2.32116,1.58265,3.09278,0.156381,29.6093,34.2101,32.9933,0.122329,
2.34852,1.24199,2.85192,0.15434,39.3936,32.115,43.4773,0.122715,
2.31071,1.39801,2.82325,0.160725,29.4704,41.8688,33.329,0.122429,
2.3359,1.12859,2.43788,0.147527,31.4541,31.9582,25.1427,0.123114,
2.49144,1.54889,2.51836,0.171062,19.5471,34.1203,33.4613,0.12954,
2.23825,1.23074,2.53188,0.147592,39.9504,21.9355,33.891,0.11754,
2.36908,1.1995,2.49424,0.159254,29.4081,42.4835,24.7037,0.122068,
2.37997,1.14235,2.41319,0.156431,30.2814,31.95,33.4805,0.125253,
2.41807,1.23257,2.55255,0.156614,39.4882,32.8597,33.4902,0.132016,
2.31319,1.32988,2.5713,0.165646,20.6561,41.9714,23.0447,0.124627,
2.50582,1.16612,2.97292,0.187542,40.7619,23.3524,34.8972,0.156794,
2.25009,1.14562,2.53952,0.167581,30.4524,43.1834,32.8019,0.123533,
2.29881,1.31104,2.72923,0.172839,41.3749,32.928,42.5644,0.123333,
2.22394,1.30717,2.52843,0.159517,53.6595,43.7628,32.6498,0.122421,
3.43749,1.21032,2.51848,0.221471,21.5946,57.3219,34.8541,0.157778,
2.21734,1.16802,2.42302,0.152694,40.3189,23.9677,22.652,0.118542,
2.27837,1.33403,2.6043,0.148415,29.4387,42.7485,43.1642,0.131703,
2.29338,1.90606,3.85103,0.174731,31.5848,31.9112,32.6352,0.133245,
2.41238,1.25723,2.41042,0.206493,30.1844,34.207,33.5683,0.123467,
2.32397,1.09457,2.39777,0.162678,30.1522,32.676,42.6734,0.132502,
2.6141,1.14161,2.47192,0.189579,39.9253,32.9595,24.0855,0.138731,
2.17707,1.2559,2.492,0.157048,40.5485,42.2643,43.9304,0.128809,
2.18704,1.28048,2.88233,0.149001,11.684,42.8891,33.6314,0.131455,
2.31182,1.17413,2.4414,0.183205,31.9549,14.1837,44.4568,0.145402,
2.33665,1.22444,2.54422,0.193547,29.644,34.4887,58.05,0.128522,
2.73605,1.84066,3.30906,0.17581,36.7708,32.5603,24.9442,0.134168,
2.78902,1.58806,3.49321,0.180617,30.5245,39.7445,43.4415,0.161909,
2.20349,1.28784,3.02044,0.156678,31.2965,32.8885,32.6368,0.125765,
2.19414,1.20604,2.53797,0.163373,30.6844,33.6567,34.9172,0.122586,
2.18648,1.21588,2.55947,0.159422,32.1885,33.0354,33.3834,0.129482,
2.25411,1.10097,2.47162,0.164551,30.3117,34.6105,33.6822,0.122151,
3.53543,1.6083,3.3158,0.166788,21.2908,34.0176,42.9995,0.14042,
2.24454,1.78601,4.06093,0.159676,40.732,23.7003,43.5834,0.12532,
3.94719,1.72671,3.76767,0.244055,34.3296,44.928,14.9629,0.158107,
2.53736,1.21975,2.63042,0.191233,31.4176,37.0634,35.2281,0.133785,
2.33041,1.11918,2.38261,0.179037,21.9713,33.9313,33.3112,0.128975,
2.32181,1.84687,4.01411,0.172414,31.601,24.4694,40.5424,0.121786,
3.63178,2.05163,3.45664,0.298709,35.3379,35.536,33.6382,0.156423,
2.20593,1.63159,3.49146,0.16279,82.8392,37.7104,34.3755,0.125671,
2.85956,1.2379,2.55603,0.171851,37.3254,85.8737,33.7619,0.170226,
2.17827,1.14184,2.43949,0.159651,63.2133,39.6671,35.3452,0.121351,
2.19659,1.18982,2.44379,0.16166,21.459,65.5752,34.7469,0.121227,
2.19269,1.40348,2.6184,0.16263,32.3155,23.8179,24.505,0.120792,
2.16915,1.43847,2.94453,0.156126,30.2229,34.6451,45.69,0.121948,
3.14783,1.26495,3.09244,0.152159,47.0364,33.5274,38.1707,0.154228,
2.30382,1.18162,2.46225,0.162186,41.7266,49.5073,34.6608,0.120524,
2.58506,1.2002,2.63159,0.160626,41.2228,44.4757,25.1916,0.125403,
3.59455,1.26229,2.60074,0.179052,32.4184,45.001,36.2856,0.139309,
2.62964,1.15431,2.49775,0.222849,57.1901,35.276,38.7261,0.132168,
2.30873,1.35883,2.57959,0.186279,41.5359,59.6895,86.6493,0.148603,
2.30689,1.1382,2.52211,0.166595,21.8621,44.0123,40.4665,0.127073,
2.26446,1.71834,3.69949,0.182099,31.0609,24.3121,66.2848,0.12525,
2.40836,2.20333,4.02189,0.194477,30.9238,33.6677,24.5311,0.126463,
2.76934,1.76168,3.63851,0.181735,35.6727,33.8792,35.3542,0.132367,
3.96032,1.82219,3.53874,0.288246,21.9006,39.9251,34.257,0.161476,
2.2512,1.60857,3.41601,0.162773,42.5964,24.3185,50.2755,0.120096,
2.34209,1.82529,3.79151,0.178349,39.7257,45.1208,45.173,0.123497,
3.0095,1.73878,3.64103,0.162541,22.1386,42.9013,46.2666,0.133276,
2.38046,1.61294,3.65785,0.184467,55.4818,24.7089,36.0913,0.138473,
3.92307,1.64289,3.58826,0.313907,40.4085,59.7235,60.4714,0.159754,
2.34328,1.60327,3.4778,0.177297,21.4635,42.9337,44.7469,0.121251,
2.41942,1.74788,3.79681,0.189306,31.8433,24.0751,25.0861,0.132511,
2.29933,1.72141,3.68743,0.161924,47.3404,34.3081,34.3978,0.123259,
2.12625,1.57068,3.6368,0.155336,42.207,49.6248,34.6125,0.11723,
2.85298,1.85084,4.09098,0.229155,30.984,45.2929,40.7575,0.13627,
2.32911,1.23733,2.53051,0.170362,24.6261,33.4863,25.2969,0.123025,
3.62277,1.20063,2.61392,0.286793,33.3478,28.5399,45.8328,0.170923,
2.41887,1.23251,2.61264,0.172799,42.086,35.9432,43.6309,0.126375,
2.06652,1.40113,2.65935,0.157083,44.4593,44.3122,25.492,0.116951,
2.20094,1.69669,3.44138,0.172353,43.0715,46.8358,60.5043,0.133196,
2.17991,1.45473,3.21411,0.161491,32.1856,45.4162,43.7961,0.119068,
2.12099,1.72245,2.8852,0.156462,28.6433,34.466,24.7969,0.122375,
2.21749,1.57175,4.16724,0.181329,31.6279,31.045,35.0649,0.119394,
2.26969,1.61826,3.24368,0.17319,38.7615,34.0739,50.3584,0.124144,
2.23713,1.58784,3.16345,0.177298,51.9336,41.1796,46.02,0.13171,
2.28213,1.60207,3.21012,0.186826,42.4629,54.406,34.2349,0.123857,
3.36631,1.57925,3.22809,0.192114,44.076,46.0251,29.3236,0.15619,
2.29033,1.94368,3.87105,0.174148,32.8474,46.5437,36.7096,0.122329,
2.43383,1.56164,3.12219,0.207118,42.9083,35.4915,45.0503,0.125199,
3.29588,1.57262,3.1285,0.182571,44.4065,46.3899,47.559,0.14264,
2.15957,1.53635,3.26629,0.182099,44.158,46.7515,46.1473,0.12491,
2.19957,1.63229,3.14584,0.174118,21.7093,46.5357,35.202,0.137454,
2.44961,1.83002,3.50395,0.194356,45.6589,24.3563,31.7863,0.154155,
2.19099,1.55479,3.22225,0.160178,23.2907,48.0127,34.8068,0.12115,
2.29709,1.90672,3.39249,0.193489,44.8447,25.7853,41.951,0.122347,
2.32044,1.6205,3.16919,0.174816,22.5126,47.3442,55.1713,0.128515,
3.88264,1.5461,3.17434,0.222571,23.9763,26.6226,46.8058,0.148565,
2.19976,1.65823,3.53311,0.163214,56.2738,26.3428,47.4077,0.122317,
2.31059,1.58831,3.20049,0.182502,33.1102,58.771,36.2412,0.124228,
2.19959,1.85047,3.26953,0.179462,44.4636,35.4916,47.1964,0.121312,
2.2134,1.53823,3.23678,0.164001,64.047,46.8437,47.5418,0.124701,
2.74185,1.31209,3.20785,0.177731,53.983,66.9695,47.2946,0.156086,
2.26532,1.7685,3.36704,0.178862,21.9557,56.4311,25.1365,0.123276,
2.43502,1.67175,3.28869,0.229155,44.0973,24.624,48.7827,0.124248,
2.31529,1.70544,3.26827,0.16945,33.5349,46.5871,26.5567,0.120392,
2.43355,1.55858,3.21669,0.214322,32.4089,36.1854,48.1305,0.128794,
2.26954,1.61577,3.23625,0.195798,33.4059,34.8786,27.6403,0.127236,
2.98404,1.74505,3.64667,0.177456,42.7549,36.5706,27.1665,0.162064,
2.27562,1.58697,3.18094,0.184896,32.8655,45.2182,59.5144,0.12813,
2.46614,1.58603,3.20492,0.218266,21.5279,35.5532,36.2305,0.134648,
2.27761,1.57222,3.16221,0.188408,33.7035,23.9968,47.5732,0.123533,
2.2517,1.57197,3.17533,0.176387,32.0859,36.1349,67.7467,0.125119,
3.54008,1.90439,3.41887,0.16881,37.8849,35.7989,57.2025,0.155316,
2.26267,1.42546,3.12139,0.15554,32.7485,40.307,25.3643,0.120927,
2.46326,1.44926,3.20829,0.184354,21.6853,35.3999,47.3357,0.134264,
2.30057,1.56193,3.15818,0.172961,31.2669,24.1622,36.9555,0.121172,
2.2683,1.53982,3.1731,0.155077,33.7183,33.6934,35.6766,0.123917,
2.33721,1.71386,3.25837,0.155253,56.9153,36.2156,37.3732,0.124556,
2.1868,1.56993,2.77906,0.165069,32.2508,59.2705,46.0698,0.129104,
3.32659,1.57596,3.33285,0.16862,22.0358,35.7501,36.3158,0.155012,
2.14084,1.59214,3.15375,0.155865,42.5617,24.3359,24.7406,0.12628,
3.51746,1.53672,2.57977,0.220235,31.9612,46.3036,36.8679,0.150729,
2.6107,1.1164,2.67354,0.174788,42.7582,34.7513,36.578,0.135277,
2.29524,1.77534,3.20403,0.185788,42.3899,45.2427,41.3566,0.124724,
3.44231,1.59151,3.19993,0.192903,21.7438,46.0296,36.166,0.163909,
2.62701,1.52525,2.96029,0.176106,42.2338,24.5536,24.9225,0.163253,
2.68487,1.40444,2.67815,0.261726,31.8326,45.1844,34.4227,0.127096,
2.37415,1.95548,3.17614,0.163648,32.7099,34.3738,36.9701,0.124662,
2.4192,1.3361,2.54772,0.172992,32.3273,35.3063,60.0192,0.131497,
2.20015,1.1554,2.57228,0.153918,31.9187,34.6851,36.5663,0.125098,
2.39278,1.30998,2.67247,0.172957,31.2452,34.4883,25.1878,0.144006,
2.3816,1.57685,3.17798,0.162801,32.1111,33.7925,47.1007,0.135839,
2.31707,1.73974,3.34068,0.178776,32.0315,34.6101,35.5866,0.130764,
2.3085,1.54104,3.08999,0.163026,41.1839,34.5074,46.0345,0.125325,
2.25482,1.52723,3.15859,0.165181,21.27,43.6098,46.8438,0.123969,
2.66347,1.56172,3.07897,0.16632,43.0972,24.1036,25.4053,0.1347,
2.19496,1.43176,3.03677,0.16395,21.4086,45.4586,46.0175,0.12335,
2.26814,1.54765,3.1989,0.163572,23.2499,23.8445,35.1245,0.124541,
2.96347,1.5678,3.1316,0.194828,33.3228,26.4125,36.049,0.143731,
2.3333,1.62859,3.0967,0.169026,22.4283,35.8305,35.4279,0.123351,
3.48257,1.48723,3.00072,0.224098,33.3824,26.1389,35.231,0.164965,
2.44238,1.50275,3.0416,0.16223,34.3485,35.991,34.5585,0.136449,
2.28358,1.64433,3.08859,0.167314,42.173,36.8035,35.3787,0.130178,
2.9084,1.51155,3.08758,0.207176,42.7369,45.2934,35.2591,0.139712,
2.28795,1.56925,3.19955,0.161043,22.3731,45.1891,44.3258,0.130293,
2.41466,1.43348,3.13775,0.178267,22.1134,24.9711,24.8329,0.131813,
2.32635,1.30162,2.59751,0.175768,33.2285,24.6198,46.2226,0.127385,
3.10063,1.62912,3.7586,0.203063,43.6196,36.5359,24.5675,0.162489,
2.20798,1.41363,2.61687,0.157405,44.0304,45.9881,27.1656,0.143036,
2.33419,1.48378,3.05888,0.171104,42.6674,46.5393,36.5828,0.129634,
2.28919,1.48255,3.0914,0.175264,33.0953,45.1365,26.8921,0.137441,
2.24771,1.50415,3.20536,0.156998,35.794,35.5041,36.8435,0.129658,
2.28307,1.31181,2.72514,0.172226,33.1408,38.2529,37.6576,0.120605,
2.43936,1.16407,2.68066,0.177378,33.3062,35.7621,46.1007,0.127891,
2.22037,1.38101,2.59775,0.16843,21.6846,35.6987,45.9883,0.124288,
2.31751,1.22002,2.49424,0.181072,32.915,24.1866,25.7466,0.127588,
2.39617,1.22646,2.54785,0.197817,30.8989,35.5124,25.397,0.126298,
2.63102,1.31269,2.67243,0.211442,32.9995,33.7457,37.3572,0.151826,
2.25637,1.11955,2.53732,0.176867,22.3867,35.436,46.8118,0.132258,
2.27765,1.24015,2.77701,0.179628,22.7937,24.8477,47.3303,0.126586,
2.73105,1.11405,2.48713,0.208156,51.9865,25.7358,45.9125,0.141398,
3.335,1.13019,2.55284,0.155604,23.0701,55.4802,36.2877,0.131477,
2.24833,1.5159,2.90733,0.168184,41.925,25.4893,39.0132,0.123053,
3.19364,1.2628,2.58948,0.204864,33.5721,45.3283,36.504,0.16472,
2.22627,1.31007,2.63239,0.163697,34.8596,35.9666,36.4374,0.127676,
2.36215,1.14276,2.49943,0.193741,32.5495,37.4202,24.9219,0.125059,
2.2737,1.16787,2.53726,0.168451,22.5361,34.9964,36.2501,0.128729,
2.45402,1.47875,2.92247,0.191595,31.9331,25.1872,34.497,0.132512,
2.20503,1.16332,2.54253,0.161659,23.0745,34.3045,36.263,0.123435,
3.14402,1.18953,2.55819,0.202838,42.6302,26.4279,25.6049,0.133763,
2.14554,1.27214,2.5205,0.158911,52.4218,44.938,26.485,0.124609,
2.42864,1.68528,3.11035,0.159363,31.8775,55.0151,56.2613,0.127292,
2.44057,1.71964,3.37171,0.177065,34.5874,34.5013,26.2632,0.14455,
2.13231,1.46446,3.05081,0.159309,34.3615,36.8825,46.1019,0.127841,
2.54098,1.52804,3.19224,0.16995,33.9927,37.0768,36.8028,0.145848,
2.34121,1.50527,3.07967,0.182599,35.677,36.5209,38.1668,0.137887,
2.23021,1.4624,3.09367,0.169989,23.997,38.0817,35.7602,0.126725,
2.29954,1.73158,3.31592,0.170778,35.1529,26.4707,25.9837,0.124937,
2.31609,1.52519,3.12955,0.173132,44.9393,37.6474,35.0857,0.124893,
2.61441,1.74116,3.20447,0.197485,24.3001,47.7576,27.1764,0.135314,
2.51872,1.39531,2.59725,0.175085,33.281,26.9968,45.7231,0.150142,
3.67568,1.44535,2.6187,0.28307,45.9419,37.2451,55.7563,0.129143,
2.2881,1.70171,3.61904,0.164585,34.1186,48.3992,35.3485,0.126231,
2.37969,1.23796,2.58044,0.186777,33.3644,36.6898,37.6317,0.134381,
2.31642,1.18523,2.56234,0.175333,33.9649,35.8599,37.8362,0.126404,
